,id,title,summary,language,is_paid,price,learners_count,rating,reviews_count,url,skills,course_revenue,rating_sum
10,287210,Python,"Данный курс сделан из 3-х курсов: Minimal Python, Middle Python и Maximal Python. В данном курсе рассматриваются все основы языка, которые должен знать каждый Python-разработчик",ru,0,0.0,51,,0,https://stepik.org/course/287210,{'Python'},0.0,0.0
11,287138,Python Множества: Методы,"Курс по методам множества set в Python. Разберём добавление, удаление, копирование, операции над множествами, проверки отношений, отличия похожих методов, частые ошибки, None, CPython и скорость работы. Теория, мини-проверки, практические задачи и итоговый экзамен помогут научиться выбирать правильный метод под задачу.",ru,0,0.0,50,,0,https://stepik.org/course/287138,{'Python'},0.0,0.0
12,287131,Работа с Web-страницами на Python,"Курс кратко рассказывает о тестировании с помощью Selenuim. 

Курс создан в качестве практической работы по Учебной практике в СПБГУАП.",ru,0,0.0,2,,0,https://stepik.org/course/287131,{'Python'},0.0,0.0
13,287052,API-тестирование на Python: пишем автотесты с нуля,"Практический курс по написанию автотестов для REST API на Python. Пошагово разберём работу с requests, валидацию JSON через jsonschema, сценарии авторизации, обработку сетевых ошибок и организацию тестов в pytest. Каждый шаг — код, задание и проверка через тесты.",ru,1,699.0,0,,0,https://stepik.org/course/287052,"{'REST', 'Python'}",0.0,0.0
14,286941,Анализ больших данных на Python 2026,"Практические задания к университетскому курсу, посвященному применению языка Python и его библиотек для решения задач анализа данных.",ru,0,0.0,29,,0,https://stepik.org/course/286941,{'Python'},0.0,0.0
15,286790,«Основы программирования на Python для начинающих»,"Описание курса
Цель курса:
Научить слушателей базовым конструкциям языка Python: переменные, типы данных, условные операторы, циклы. Сформировать навык написания простых программ.

Целевая аудитория:
Абсолютные новички в программировании, школьники старших классов, студенты непрофильных специальностей, желающие освоить первый язык программирования.

Исходный уровень знаний:
Умение пользоваться компьютером (создавать файлы, устанавливать программы). Никакого опыта в программировании не требуется.

",ru,0,0.0,8,2.0,1,https://stepik.org/course/286790,{'Python'},0.0,2.0
16,286608,Python для финансового анализа: практический курс,"Excel умирает на 200 000 строк, ежемесячный отчёт собирается руками два дня. Курс показывает, как Python заменяет Excel в работе финансового аналитика: pandas, котировки MOEX, портфельные метрики, P&L из транзакций, отчёт в одну кнопку.",ru,1,1490.0,1,,0,https://stepik.org/course/286608,"{'Pandas', 'Python', 'Excel'}",1490.0,0.0
17,286051,Основы программирования на Python,"Курс «Основы программирования на Python» знакомит с базовыми принципами разработки программ: переменными, типами данных, условными операторами, циклами и функциями. Обучение строится на практике — участники решают задачи, что помогает закрепить теорию и развить алгоритмическое мышление. Курс подходит для новичков и не требует предварительного опыта в программировании.",ru,0,0.0,1,,0,https://stepik.org/course/286051,{'Python'},0.0,0.0
18,285918,Python Crash Course - 2-е издание,Полный курс по Python на основе бестселлера Эрика Мэтьюза,ru,0,0.0,12,,0,https://stepik.org/course/285918,"{'Python', 'R'}",0.0,0.0
19,285917,Python Crash Course - 2nd Edition,Курс на основе книги Эрика Мэтьюза,ru,0,0.0,8,,0,https://stepik.org/course/285917,"{'Python', 'R'}",0.0,0.0
20,285894,Алгоритмы и структуры данных на Python,Изучите основные алгоритмы и структуры данных с практическими заданиями,ru,0,0.0,12,,0,https://stepik.org/course/285894,{'Python'},0.0,0.0
21,285893,Python для начинающих,Основы программирования на Python с нуля,ru,0,0.0,10,,0,https://stepik.org/course/285893,{'Python'},0.0,0.0
22,285887,"""Python, от A до Enter"": Для начинающих","Боишься, что программирование — это магия для избранных? Начнём с нуля. Без заумных слов, без страшного терминала. Просто включаешь комп, ставишь Python (кнопкой ""Далее"") и печатаешь первую программу. Курс для тех, кто ничего не знает, но хочет начать. Каждый урок — шаг от А до первого работающего кода. Нажимаешь Enter — видишь результат. Погнали.",ru,0,0.0,34,5.0,8,https://stepik.org/course/285887,"{'Python', 'R'}",0.0,40.0
23,285826,Python Списки: Методы и магические методы,"Практический курс по всем методам встроенного типа list в Python. Шесть глав - пять блоков по именованным методам (append, extend, insert, pop, remove, clear, index, count, sort, reverse, copy) и шестая по магическим методам. Курс включает 15 подглав теории, 140 тестовых вопросов пяти форматов и 94 практические задачи с автопроверкой. В конце - итоговый экзамен по всему курсу. Подходит тех, кто хочет освежить память, закрепить материал, подготовиться к собеседованиям.",ru,0,0.0,68,5.0,2,https://stepik.org/course/285826,{'Python'},0.0,10.0
24,285615,VK-бот на Python,"Создай собственного ВК-бота на Python с нуля.
На курсе ты научишься работать с VK API, обрабатывать сообщения, создавать кнопки, меню, FSM, викторины и полноценные диалоговые системы. Только практика, реальные проекты и подробные объяснения без лишней теории.",ru,1,100.0,2,,0,https://stepik.org/course/285615,{'Python'},200.0,0.0
25,285360,Искусственный интеллект и машинное обучение на Python (AI/ML),"Практический курс для тех, кто хочет начать работать с искусственным интеллектом и машинным обучением на Python. Вы настроите рабочую среду, научитесь анализировать реальные табличные данные, готовить признаки, строить модели регрессии и обучать простые нейронные сети.",ru,1,549.0,0,,0,https://stepik.org/course/285360,{'Python'},0.0,0.0
26,285149,Python для начинающих,"Курс с нуля для тех, кто никогда не программировал. От установки Python и первой строчки кода до работы со списками, строками и файлами. Каждый урок — короткая теория и сразу практика.",ru,0,0.0,3,,0,https://stepik.org/course/285149,{'Python'},0.0,0.0
27,285131,Python для начинающих,"Курс для абсолютных новичков. Установка Python, переменные, ввод/вывод, условия, циклы, коллекции, функции.",ru,0,0.0,2,,0,https://stepik.org/course/285131,{'Python'},0.0,0.0
28,285053,Основы NumPy: от типов Python до универсальных функций,"Практический курс по библиотеке NumPy для Python. Вы освоите типы данных, создание массивов, индексацию, срезы, изменение формы, склейку и разбиение массивов, а также универсальные функции (ufunc) для быстрых поэлементных вычислений. Каждая глава завершается экзаменом. Подходит тем, кто знает основы Python и хочет уверенно работать с числовыми данными.",ru,0,0.0,233,,0,https://stepik.org/course/285053,"{'NumPy', 'Python'}",0.0,0.0
29,284892,Информатика: от основ Python до работы с данными,"Курс знакомит с базовыми понятиями информатики и основами языка Python. Слушатели научатся работать с переменными, условиями, циклами, строками, списками и функциями. Курс включает теоретические материалы, практические задачи с автоматической проверкой и итоговое тестирование. Подходит для начинающих без опыта программирования.",ru,0,0.0,2,,0,https://stepik.org/course/284892,{'Python'},0.0,0.0
30,284869,"""Поколение Python"": профи + ООП + SQL + алгоритмы + самураи","Программа содержит пять курсов от ""Поколения Python"": курсы для профессионалов и ООП, курс по базам данных и SQL, курс по алгоритмам, а также курс для самураев. В первой части программы рассказывается о дополнительных возможностях языка Python, а также раскрывается концепция объектно-ориентированного программирования. Вторая часть программы посвящена языку структурированных запросов SQL. Третья часть программы посвящена алгоритмам и структурам данных.",ru,1,25900.0,44,5.0,8,https://stepik.org/course/284869,"{'SQL', 'Python'}",1139600.0,40.0
31,284866,"""Поколение Python"": профи + ООП + самураи","Программа содержит три курса от ""Поколения Python"": курс для профессионалов, ООП и курс для самураев. В данной программе рассказывается о дополнительных возможностях языка Python (даты и время, дополнительные типы коллекций, итераторы, логирование, тестирование и многое другое), а также раскрывается концепция объектно-ориентированного программирования. Для закрепления материала программа включает свыше 1000 задач с автоматической проверкой.",ru,1,17900.0,11,5.0,2,https://stepik.org/course/284866,{'Python'},196900.0,10.0
32,284362,Программирование на Python с использованием GigaChat,"Это курс для тех, кто хочет научиться программировать на Python, используя GigaChat для создания программ, ускорения разработки программ, поиска идеи для создания приложений или их улучшения.",ru,1,2000.0,51,5.0,1,https://stepik.org/course/284362,{'Python'},102000.0,5.0
33,284320,Python начальный уровень.,"Вы научитесь самым азам языка программирования python:
Функциям, циклам, ветвлениям и т.д.
Мы создадим свою компьютерную игру!
Заходите на курс — вперёд к программированию!",ru,0,0.0,6,,0,https://stepik.org/course/284320,{'Python'},0.0,0.0
34,283986,Поколение Python: от нуля до профессионала,"«Поколение Python: от нуля до профессионала» — это полный практический курс по Python, который позволяет пройти путь от полного новичка до уверенного разработчика.
Курс сочетает глубокое понимание языка «изнутри» с большим количеством практики и реальными проектами. Вы научитесь писать чистый, эффективный и профессиональный код, работать с данными, создавать ботов, парсеры и веб-приложени",ru,0,0.0,1,,0,https://stepik.org/course/283986,{'Python'},0.0,0.0
35,283850,Продуктовый Python — Инженерия,"Третий курс серии «Продуктовый Python» — о том, как писать надёжный код, работать с базами данных, символьными формулами и валидацией данных, используя лучшие библиотеки Python.

Курс знакомит с инструментами, о которых аналитики часто забывают или не знают: типизация, SQLModel, SymPy, Pydantic. Вместо изобретения велосипедов — готовые, оптимизированные и проверенные решения.",ru,0,0.0,65,,0,https://stepik.org/course/283850,{'Python'},0.0,0.0
36,283849,Продуктовый Python — Оптимизатор,"Научитесь решать задачи оптимизации, анализировать связи в данных, обрабатывать тексты для выделения ключевых слов и строить функциональные пайплайны для подготовки данных. Используйте современные библиотеки Python для графов, математического программирования, семантического анализа и функциональной обработки.
Перестаньте изобретать велосипеды! Используйте Python на полную катушку!",ru,0,0.0,65,,0,https://stepik.org/course/283849,{'Python'},0.0,0.0
37,283844,Продуктовый Python — Голос данных,"Научитесь извлекать ценные инсайты из текстовых данных. Парсите отзывы, анализируйте тональность и выявляйте главные боли клиентов с помощью современных NLP-библиотек Python. Курс для аналитиков, которые хотят не просто считать цифры, а слышать своих пользователей.
Перестаньте изобретать велосипеды! Используйте Python на полную катушку!",ru,0,0.0,68,5.0,1,https://stepik.org/course/283844,{'Python'},0.0,5.0
38,283510,Тестирование на Python: с нуля до профи,Курс с полной теорией по тестированию на Python для начинающих. Отработка теории на тестовых задачах. С нуля знаний на старте до уверенного тестирования на финише. ,ru,1,1990.0,2,,0,https://stepik.org/course/283510,{'Python'},3980.0,0.0
39,283509,Веб-разработка на Python: с нуля до профи,"Курс по веб-разработке на Python.
Отработка на тестовых и практических задачах.
С нуля знаний на старте до уверенного использования фреймворков для веб-разработки. ",ru,1,1990.0,4,,0,https://stepik.org/course/283509,{'Python'},7960.0,0.0
40,283271,"Дата и время в Python (datetime): курс, который закроет пробелы",Курс по работе с датами и временем в Python. Вы научитесь парсить любые строки: считать рабочие дни и настраивать часовые пояса. Будете понимать: почему datetime ведёт себя именно так. Внутри 7 модулей: около 400 заданий для практики.,ru,1,975.0,7,,0,https://stepik.org/course/283271,{'Python'},6825.0,0.0
41,282939,Python с нуля,"🧑‍💻В этой программе вы познакомитесь с python, создадите несколько мини-проектов, решите много заданий, научитесь работать со списками, словарями и кортежами, научитесь создавать свои функции а также узнаете много чего еще.
========
👶В курсе нет сложных слов и долгих практик, поймет любой человек, даже ребенок.",ru,1,2890.0,16,5.0,1,https://stepik.org/course/282939,{'Python'},46240.0,5.0
42,282930,Python - продвинутый уровень,"🧑‍💻Курс продвинутого уровня по python тут вы, научитесь работать со словарями и кортежами, более подробно узнаете о создании функций, изучите модуль turtle и ООП, а также узнаете много чего еще.",ru,1,2890.0,19,5.0,1,https://stepik.org/course/282930,{'Python'},54910.0,5.0
43,282743,Python с нуля :  виликолепная четверка!,"Освойте программирование на Python с нуля до продвинутого уровня! Комплект курсов подойдёт как начинающим, так и тем, кто хочет систематизировать знания. Вы изучите синтаксис языка, работу с библиотеками, основы алгоритмов и структур данных, а также научитесь создавать реальные проекты: от скриптов автоматизации до веб‑приложений. Практические задания и кейсы из индустрии помогут закрепить навыки и уверенно применять их на практике.",ru,0,0.0,17,,0,https://stepik.org/course/282743,{'Python'},0.0,0.0
44,282478,Python с нуля : для ГИГАЧАДОВ!!!,"ВНИМАНИЕ!!!КУРС В РАЗРАБЕ!




🐍Python с нуля : для ГИГАЧАДОВ!!!
Перейдите от написания работающего кода к созданию эффективных, поддерживаемых и высокопроизводительных систем. Этот курс предназначен для разработчиков, желающих освоить продвинутые возможности Python 3.10+ и стать экспертами в Backend-разработке.",ru,0,0.0,19,,0,https://stepik.org/course/282478,{'Python'},0.0,0.0
45,282465,Python для хакеров (CyberSecurity) (ПРЕДЗАКАЗ),"Научитесь использовать Python для взлома и защиты: создавайте эксплойты, автоматизируйте пентесты легально и профессионально — даже если никогда не программировали.

Мечтаете стать востребованным пентестером, но вас пугает программирование? Наш курс «Python для хакеров (Cybersecurity)» — структурированный путь от новичка до профи, способного писать собственные сканеры, снифферы и брутфорсеры. Изучим автоматизацию атак, анализ трафика и защиту на реальных кейсах.",ru,1,1200.0,172,,0,https://stepik.org/course/282465,{'Python'},206400.0,0.0
46,282417,Рисование в Python: от кода к образу,"Курс превращает изучение программирования в магическое приключение, где Python становится языком заклинаний, а модуль turtle — верным фамильяром, рисующим образы по велению кода. За 34 занятия ученики 10–11 классов проходят путь от первых команд forward и right до создания интерактивных GUI-приложений с анимацией и обработкой событий.",ru,0,0.0,10,,0,https://stepik.org/course/282417,{'Python'},0.0,0.0
47,282366,PyGame. Краткий курс по разработке игр на Python,"Курс позволит познакомиться с основами для создания игр на Python. Курс ознакомительный, он не разбирает подробно как работает Pygame, но можно использовать представленную информацию в качестве справочника",ru,0,0.0,58,5.0,2,https://stepik.org/course/282366,{'Python'},0.0,10.0
48,282140,Практика Python,"Хватит учить Python. Пора ДЕЛАТЬ на Python.
Ты уже пробовал учить программирование? Посмотрел пару видео, написал print(""Hello World"")... и забросил, потому что непонятно, зачем это всё?

Этот курс — другой.

Здесь нет 40 часов скучной теории. Каждый вечер ты будешь закрывать ноутбук с мыслью: «Ого, я реально это сделал».
Не учи Python — делай на нём. ",ru,0,0.0,6,,0,https://stepik.org/course/282140,{'Python'},0.0,0.0
49,282108,Чистая Практика Python: Полный тренажер (150 задач),"Стань профи через практику! 150+ задач: от основ Python до Data Science и ML.
Забудь про скучную теорию. В этом ультимативном тренажере ты набьешь руку на реальном коде:
✅ Base & OOP Python — крепкий фундамент.
✅ NumPy & Pandas — магия анализа данных.
✅ Matplotlib — крутая визуализация.
✅ Scikit-learn & NLTK— основы нейросетей и ML.
Идеально для новичков и Junior. Один курс — все нужные библиотеки. Начни кодить прямо сейчас!",ru,0,0.0,103,4.0,1,https://stepik.org/course/282108,"{'NumPy', 'Python', 'Pandas', 'sklearn'}",0.0,4.0
50,281738,Python для анализа данных ,"Практический курс по Python для анализа данных. От основ до работы с большими данными — без воды, с живыми примерами и заданиями после каждого урока.",ru,1,1990.0,0,,0,https://stepik.org/course/281738,{'Python'},0.0,0.0
51,281547,Основы языка программирования Python для школьников,"Интерактивный курс для учеников 7–10 классов, начинающих знакомство с программированием. Вы освоите базовые конструкции Python: переменные, условия, циклы, списки и функции. Каждый модуль содержит видеоурок, наглядную теорию и практические задачи с мгновенной автоматической проверкой. Курс адаптирован под школьников: минимум воды, живые примеры и пошаговое объяснение. Идеально подходит для самостоятельного обучения, подготовки к ОГЭ/ЕГЭ по информатике и развития алгоритмического мышления.",ru,0,0.0,2,,0,https://stepik.org/course/281547,{'Python'},0.0,0.0
52,281302,Работа с SQL из Python: от запросов к архитектуре,"🗄️ Python + SQL на практике: научитесь подключаться к базам данных из Python, выполнять SQL-запросы (SELECT, JOIN, агрегации), обрабатывать и использовать результаты в коде. Разберётесь, как правильно организовать работу с данными: от простых запросов до построения понятной и переиспользуемой архитектуры для реальных задач и проектов.",ru,1,950.0,225,5.0,1,https://stepik.org/course/281302,"{'SQL', 'Python'}",213750.0,5.0
53,280800,Python для продолжающих: от скриптов к приложениям,"Второй курс по Python для тех, кто уже прошёл базу и хочет перейти от отдельных задач к более взрослому коду. Здесь ты разберёшь ООП, модули, JSON, API, SQLite, тесты, типизацию и генераторы. Курс сделан так, чтобы после него ты не просто решал задачки, а умел собирать небольшие, но реальные программы.",ru,0,0.0,32,,0,https://stepik.org/course/280800,"{'SQL', 'SQLite', 'Python'}",0.0,0.0
54,280614,Python с нуля: первый шаг в IT,"Этот курс создан для школьников, которые делают первые шаги в мире программирования. Мы разберем Python — самый популярный и понятный язык. Вы научитесь писать свои первые программы, решать алгоритмические задачи уровня ОГЭ и ЕГЭ, а в конце курса создадите свой небольшой проект — «Калькулятор-помощник». Никакой скучной теории, только практика и понятные объяснения.",ru,0,0.0,2,,0,https://stepik.org/course/280614,{'Python'},0.0,0.0
55,280583,API автоматизация тестирования на Python,"API тестирование — навык, который отделяет джуна от стажера.
Текстовый курс ""API автоматизация тестирования на Python"" позволяет изучить основы профессии Automation QA с использованием актуальных технологий, а также освоить AI программирование (вайбкодинг).",ru,1,3200.0,5,,0,https://stepik.org/course/280583,{'Python'},16000.0,0.0
56,280489,Олимпиада Python v2,"Python Masters 2026 – это олимпиада по программированию на Python для школьников 13–17 лет, которая сочетает в себе задачи разного уровня сложности.
Олимпиада направлена на развитие логического мышления, навыков решения нестандартных задач и практического применения программирования, а также стимулирует творческий подход к решению прикл",ru,0,0.0,57,,0,https://stepik.org/course/280489,{'Python'},0.0,0.0
57,280340,Инженер по тестированию ПО: ручное + автоматизация на Python,"Освойте профессию инженера по тестированию ПО с нуля до автоматизатора на Python! ПРОМОКОД МАЯ: МИР_ТЕСТ_МАЙ! Пакет из 8 курсов от двух авторов месяца на Stepik. Внутри: ручное тестирование (ISTQB), Python для QA, Selenium, Pytest, архитектура автотестов и симулятор собеседований. Максимум практики с ИИ-проверкой кода. Станьте востребованным QA-инженером с выгодой 20% от полной стоимости всех курсов без скидки!",ru,1,21900.0,31,,0,https://stepik.org/course/280340,{'Python'},678900.0,0.0
58,280224,[Python INTRO] Вводное тестирование,"Это вводное тестирование поможет оценить ваш текущий уровень знаний перед началом изучения Python. В заданиях собраны базовые вопросы по ключевым темам, с которыми обычно сталкиваются начинающие: ввод и вывод данных, переменные, типы данных, условия, циклы, строки, списки, множества и словари. Тест не требует углубленной подготовки и нужен не для того, чтобы поставить оценку, а чтобы понять, какие темы уже знакомы, а каким стоит уделить больше внимания в процессе обучения. ",ru,0,0.0,2,,0,https://stepik.org/course/280224,{'Python'},0.0,0.0
59,279997,Введение в Python для начинающих,"Это практико-ориентированный курс по программированию, созданный на базе актуальных образовательных методик. Материал структурирован так, чтобы обеспечить плавный вход в программирование без перегрузки теорией.",ru,0,0.0,3,,0,https://stepik.org/course/279997,{'Python'},0.0,0.0
60,279973,Основы Python для анализа данных в биологии и медицине. Введение,В этом курсе представлен один из уроков курса «Машинное обучение и нейронные сети в биологии и медицине» Передовой инженерной школы НГУ,ru,0,0.0,11,,0,https://stepik.org/course/279973,{'Python'},0.0,0.0
61,279687,Python для начинающих.,"Курс Python для начинающих. Освойте основы: переменные, ввод, числа, строки, условия. Создайте свой проект калькулятор. Идеальный старт в IT без опыта.",ru,0,0.0,2,,0,https://stepik.org/course/279687,{'Python'},0.0,0.0
62,279668,Невероятный Python,"Олимпиада разделена на 2 уровня: для начинающих (недавно приступивших к изучению языка программирования Python) и для тех, кто освоил основы Python.",ru,0,0.0,126,,0,https://stepik.org/course/279668,{'Python'},0.0,0.0
63,279651,"Прикладной Python: инженерная база, оценка стоимости решений","Практикум по Python для тех, кто уже пишет короткие программы: ввод и вывод, типы, условия, циклы, строки, списки и последовательности, словари и множества. Ранний и устойчивый акцент на том, как растут время и память при росте входа. Теория с углубленными блоками, сотни вопросов самопроверки и задачи с автотестами.",ru,1,1399.0,6,,0,https://stepik.org/course/279651,{'Python'},8394.0,0.0
64,279601,"""Python для автоматизации тестирования"" от Алексея Коледачкина","Не просто Python, а Python в контексте автоматизации тестирования. Вы учите язык так, как его используют на реальных проектах: словари - потому что так выглядит ответ API, переменные - потому что в них хранятся данные тестов, ООП - потому что именно на нём построен Page Object Model. Каждая тема открывается с ответом на вопрос «зачем это QA-инженеру?»",ru,1,4590.0,139,5.0,6,https://stepik.org/course/279601,{'Python'},638010.0,30.0
65,279435,Основы Python для анализа данных,"Курс создан специально для тех, кто только начинает знакомство с Python. Мы всё разберём простым и понятным языком, без сложных терминов и лишней академической теории. Не важно, есть ли у вас опыт в программировании — здесь вы научитесь работать с Python с нуля и сможете применять знания в реальных задачах. Вас ждут видеолекции, конспекты, практические задания и поддержка автора по всем материалам курса.",ru,1,3990.0,27,5.0,1,https://stepik.org/course/279435,{'Python'},107730.0,5.0
66,279318,Пайтландия. Книга 1: первые шаги в Python для детей,"Понятный и увлекательный курс Python для детей с нуля. Через живые диалоги, сказочный мир Пайтландии и много маленьких практических заданий ребёнок шаг за шагом освоит основы программирования без страха, скуки и перегруза.",ru,0,0.0,688,5.0,3,https://stepik.org/course/279318,{'Python'},0.0,15.0
67,279130,Программирование (JS + python),"Бесплатная программа из простых и легких для понимания курсов по программированию на языках javascript и  python 
=======
В курсе нет сложных слов и долгих практик, поймет любой, даже ребенок.",ru,0,0.0,38,5.0,5,https://stepik.org/course/279130,{'Python'},0.0,25.0
68,279129,Основы Python,"Python с нуля — без воды и тоски. 800+ задач, 12 тем, 5 мини-проектов. Начинаешь с нуля, заканчиваешь с рабочим кодом.",ru,0,0.0,48,4.0,1,https://stepik.org/course/279129,{'Python'},0.0,4.0
69,279022,Python для тестировщиков: старт в автоматизацию,"Практический курс для ручных тестировщиков и начинающих автоматизаторов. Минимум теории, максимум практики: обработка JSON, работа с API, функции, классы для PageObject, файлы и исключения. Без воды — только то, что нужно для реальных задач.",ru,1,1099.0,6,5.0,1,https://stepik.org/course/279022,{'Python'},6594.0,5.0
70,278940,Просто Статистика: Теория без слез и примеры на Excel/Python/SQL,"Статистика без формул и академического ужаса. Поймите средние, дисперсию, корреляцию, гипотезы и регрессию на простых примерах и сразу примените их в Excel, Python и SQL. Курс объясняет не только «как считать», но и «что это значит» — для анализа данных, работы, отчетности и принятия решений.",ru,1,790.0,32,4.666666666666667,9,https://stepik.org/course/278940,"{'Python', 'SQL', 'Excel'}",25280.0,42.0
